P_X,P_Y,P_Z,rho_real_0,rho_real_1,rho_real_2,rho_real_3,rho_imag_0,rho_imag_1,rho_imag_2,rho_imag_3
0.337890625,0.525390625,0.0341796875,0.0302961193955872,-0.1668381984414441,-0.1668381984414441,0.9697038806044127,0.0,-0.03928460367585293,0.03928460367585293,0.0
0.6435546875,0.3759765625,0.9619140625,0.959323117297642,0.13172102060412927,0.13172102060412927,0.04067688270235818,0.0,0.1472136089055062,-0.1472136089055062,0.0
0.01953125,0.501953125,0.630859375,0.6478098454912317,-0.47749691423811125,-0.47749691423811125,0.35219015450876845,0.0,-0.012204362701105531,0.012204362701105531,0.0
0.767578125,0.3740234375,0.900390625,0.898132727266441,0.2712813876805999,0.2712813876805999,0.10186727273355896,0.0,0.13377869851913543,-0.13377869851913543,0.0
0.908203125,0.498046875,0.787109375,0.7810653389166633,0.4135161986299026,0.4135161986299026,0.21893466108333678,0.0,-0.002574632077834871,0.002574632077834871,0.0
0.70703125,0.365234375,0.0693359375,0.0693368135714493,0.21074821717020137,0.21074821717020137,0.9306631864285508,0.0,0.14182527565560746,-0.14182527565560746,0.0
0.8056640625,0.8662109375,0.587890625,0.6262149376969313,0.2949872781117443,0.2949872781117443,0.37378506230306874,0.0,-0.3834739824999659,0.3834739824999659,0.0
0.087890625,0.310546875,0.2734375,0.2838499368362992,-0.415257829204702,-0.415257829204702,0.7161500631637006,0.0,0.17561345471952491,-0.17561345471952491,0.0
0.255859375,0.6767578125,0.1171875,0.11616321541133344,-0.25580930007916947,-0.25580930007916947,0.8838367845886665,0.0,-0.19295316734803555,0.19295316734803555,0.0
0.3564453125,0.349609375,0.0390625,0.03756265657171163,-0.13406986916816271,-0.13406986916816271,0.9624373434282883,0.0,0.1348220070471398,-0.1348220070471398,0.0
0.2646484375,0.453125,0.9287109375,0.9325482811657413,-0.24997561719740927,-0.24997561719740927,0.06745171883425867,0.0,0.02035129645347157,-0.02035129645347157,0.0
0.4052734375,0.8603515625,0.154296875,0.15426154592174923,-0.12075563863360494,-0.12075563863360494,0.8457384540782505,0.0,-0.34041591782666614,0.34041591782666614,0.0
0.201171875,0.1640625,0.2900390625,0.28296619744556745,-0.2994898764686617,-0.2994898764686617,0.7170338025544325,0.0,0.3364552606834218,-0.3364552606834218,0.0
0.8994140625,0.53125,0.7880859375,0.7941668820446259,0.40274188923405707,0.40274188923405707,0.2058331179553741,0.0,-0.035564254024591097,0.035564254024591097,0.0
0.4130859375,0.4892578125,0.9951171875,0.9945959769184003,-0.0720964479897724,-0.0720964479897724,0.005404023081599663,0.0,-0.013301195562476536,0.013301195562476536,0.0
0.34765625,0.8291015625,0.1552734375,0.15854713335425968,-0.14082098283859026,-0.14082098283859026,0.8414528666457404,0.0,-0.3370154160446963,0.3370154160446963,0.0
0.3837890625,0.4765625,0.984375,0.9834453266419517,-0.12625460471923483,-0.12625460471923483,0.016554673358048694,0.0,0.01844968658939167,-0.01844968658939167,0.0
0.0126953125,0.427734375,0.59375,0.5776332900231063,-0.486179040535053,-0.486179040535053,0.4223667099768938,0.0,0.08719525689281266,-0.08719525689281266,0.0
0.544921875,0.5263671875,0.9970703125,0.9980120072113574,0.03523427192907827,0.03523427192907827,0.001987992788642707,0.0,-0.027250445041187475,0.027250445041187475,0.0
0.3603515625,0.4716796875,0.009765625,0.015182584822618677,-0.11767557825407471,-0.11767557825407471,0.9848174151773811,0.0,0.03323450350602224,-0.03323450350602224,0.0
0.46484375,0.4677734375,0.0,6.734174695528872e-05,-5.000952178649482e-05,-5.000952178649482e-05,0.999932658253045,0.0,0.008205773034403062,-0.008205773034403062,0.0
0.71484375,0.064453125,0.595703125,0.5698421707073291,0.2081264348886748,0.2081264348886748,0.43015782929267066,0.0,0.44922762414105655,-0.44922762414105655,0.0
0.5888671875,0.3173828125,0.9609375,0.9633584196668652,0.07203119469279937,0.07203119469279937,0.03664158033313501,0.0,0.17352372147621045,-0.17352372147621045,0.0
0.1943359375,0.6240234375,0.9052734375,0.9003450264942718,-0.2718611477083115,-0.2718611477083115,0.0996549735057282,0.0,-0.1257591989797186,0.1257591989797186,0.0
0.455078125,0.0712890625,0.2421875,0.25057293412744513,-0.027119800842847104,-0.027119800842847104,0.7494270658725551,0.0,0.432493531989153,-0.432493531989153,0.0
0.1416015625,0.1494140625,0.51171875,0.5052715694267902,-0.3646067464855754,-0.3646067464855754,0.49472843057320964,0.0,0.34210251529765434,-0.34210251529765434,0.0
0.5048828125,0.501953125,0.0,0.0003133753415860213,0.010264904558911256,0.010264904558911256,0.9996866246584138,0.0,-0.01441904545653942,0.01441904545653942,0.0
0.3955078125,0.4072265625,0.0087890625,0.012733782202481048,-0.08812987298247607,-0.08812987298247607,0.9872662177975192,0.0,0.06931636517730472,-0.06931636517730472,0.0
0.412109375,0.6875,0.95703125,0.9475545514330891,-0.09173131200979615,-0.09173131200979615,0.052445448566910996,0.0,-0.2031755149827063,0.2031755149827063,0.0
0.58984375,0.662109375,0.0283203125,0.025342436035809702,0.07961337332070517,0.07961337332070517,0.9746575639641901,0.0,-0.13550611705778678,0.13550611705778678,0.0
0.9111328125,0.4990234375,0.2060546875,0.21136043394918538,0.4082214369674416,0.4082214369674416,0.7886395660508146,0.0,0.0065160808953312055,-0.0065160808953312055,0.0
0.4248046875,0.8828125,0.8017578125,0.7951104797936153,-0.10600507079684363,-0.10600507079684363,0.20488952020638476,0.0,-0.3894518322993723,0.3894518322993723,0.0
0.0390625,0.30078125,0.5009765625,0.4933674618783331,-0.46806442351388966,-0.46806442351388966,0.506632538121667,0.0,0.17570345721890285,-0.17570345721890285,0.0
0.216796875,0.076171875,0.5498046875,0.5297635465550902,-0.2614580219612401,-0.2614580219612401,0.47023645344490983,0.0,0.42515154245113435,-0.42515154245113435,0.0
0.4970703125,0.607421875,0.982421875,0.9854211723491555,-0.01092690379488935,-0.01092690379488935,0.014578827650844442,0.0,-0.11936032929172341,0.11936032929172341,0.0
0.83984375,0.849609375,0.578125,0.576804382842488,0.35524656066286703,0.35524656066286703,0.42319561715751175,0.0,-0.3433671037146516,0.3433671037146516,0.0
0.595703125,0.580078125,0.015625,0.015930533313142495,0.09129237580088116,0.09129237580088116,0.9840694666868575,0.0,-0.08568811785849914,0.08568811785849914,0.0
0.6787109375,0.859375,0.2294921875,0.22477375600740476,0.1999695783986559,0.1999695783986559,0.7752262439925952,0.0,-0.36641872541232423,0.36641872541232423,0.0
0.263671875,0.6884765625,0.107421875,0.1026008515264448,-0.2570045808770977,-0.2570045808770977,0.8973991484735553,0.0,-0.16131510220893944,0.16131510220893944,0.0
0.5966796875,0.486328125,0.9892578125,0.9925158076475034,0.08251210342393842,0.08251210342393842,0.007484192352496589,0.0,0.024898433803850185,-0.024898433803850185,0.0
0.7333984375,0.5048828125,0.046875,0.04738614714875223,0.21241589930069266,0.21241589930069266,0.952613852851248,0.0,0.004492875630042942,-0.004492875630042942,0.0
0.1416015625,0.6201171875,0.8056640625,0.8079479969883389,-0.3786779203205335,-0.3786779203205335,0.19205200301166117,0.0,-0.10849453356084711,0.10849453356084711,0.0
0.5166015625,0.6884765625,0.0439453125,0.04058634663327686,0.029972464049301442,0.029972464049301442,0.959413653366723,0.0,-0.19504037145948447,0.19504037145948447,0.0
0.5439453125,0.1142578125,0.1796875,0.1829214164215698,0.030133982840677524,0.030133982840677524,0.8170785835784302,0.0,0.3854258877061246,-0.3854258877061246,0.0
0.4990234375,0.5078125,0.0009765625,0.0008862776612481025,0.005773554004153981,0.005773554004153981,0.9991137223387518,0.0,0.029191749644658038,-0.029191749644658038,0.0
0.552734375,0.625,0.015625,0.01995206969587927,0.05624893492539802,0.05624893492539802,0.980047930304121,0.0,-0.12802359911550834,0.12802359911550834,0.0
0.408203125,0.705078125,0.0869140625,0.0609487816505051,-0.09357207738426854,-0.09357207738426854,0.9390512183494947,0.0,-0.22017786900553063,0.22017786900553063,0.0
0.78515625,0.91015625,0.5771484375,0.5674324657129831,0.2682052312584778,0.2682052312584778,0.4325675342870168,0.0,-0.4165558984019476,0.4165558984019476,0.0
0.6044921875,0.6875,0.9326171875,0.9419014709390696,0.11521069597549054,0.11521069597549054,0.05809852906093019,0.0,-0.203591712784999,0.203591712784999,0.0
0.931640625,0.6943359375,0.68359375,0.6850378380139609,0.4286524650746519,0.4286524650746519,0.3149621619860391,0.0,-0.17893591782686752,0.17893591782686752,0.0
0.453125,0.5234375,1.0,0.9975652880829772,-0.04407995488410032,-0.04407995488410032,0.0024347119170230473,0.0,-0.022039547915504852,0.022039547915504852,0.0
0.39453125,0.4296875,0.9833984375,0.9796434316573713,-0.11205073420970042,-0.11205073420970042,0.020356568342628674,0.0,0.0859465614844924,-0.0859465614844924,0.0
0.0263671875,0.591796875,0.6201171875,0.6255078007966897,-0.4721111302784485,-0.4721111302784485,0.37449219920331045,0.0,-0.10657801183351268,0.10657801183351268,0.0
0.40625,0.5908203125,0.978515625,0.9805804904818035,-0.08042497620601764,-0.08042497620601764,0.01941950951819661,0.0,-0.11213480891556724,0.11213480891556724,0.0
0.28125,0.24609375,0.1201171875,0.10639747360414663,-0.19134917742175372,-0.19134917742175372,0.8936025263958531,0.0,0.2417902882971517,-0.2417902882971517,0.0
0.212890625,0.89453125,0.5869140625,0.6008421146090686,-0.29995032070538846,-0.29995032070538846,0.39915788539093155,0.0,-0.3871184224883984,0.3871184224883984,0.0
0.7294921875,0.5,0.951171875,0.9471814050602723,0.22353735890195692,0.22353735890195692,0.0528185949397277,0.0,-0.007735641114889322,0.007735641114889322,0.0
0.578125,0.3134765625,0.9404296875,0.9455594264445282,0.10004054815413554,0.10004054815413554,0.054440573555471855,0.0,0.2036386167489929,-0.2036386167489929,0.0
0.0908203125,0.45703125,0.2080078125,0.21281847479505578,-0.40692289010452365,-0.40692289010452365,0.7871815252049441,0.0,0.044051482267271125,-0.044051482267271125,0.0
0.0322265625,0.630859375,0.4130859375,0.4189135132145364,-0.46784609388595594,-0.46784609388595594,0.5810864867854634,0.0,-0.15666848469441477,0.15666848469441477,0.0
0.806640625,0.8837890625,0.486328125,0.5024672262889459,0.3057310664410876,0.3057310664410876,0.4975327737110539,0.0,-0.39562915439491353,0.39562915439491353,0.0
0.5283203125,0.626953125,0.013671875,0.01594623734594026,0.05070175420377784,0.05070175420377784,0.9840537626540599,0.0,-0.11454818628466755,0.11454818628466755,0.0
0.18359375,0.5654296875,0.1279296875,0.11654143969587302,-0.31669627277819945,-0.31669627277819945,0.8834585603041272,0.0,-0.05160429573090333,0.05160429573090333,0.0
0.212890625,0.1171875,0.6689453125,0.6722961073230516,-0.2860991538824187,-0.2860991538824187,0.3277038926769483,0.0,0.37210391767500584,-0.37210391767500584,0.0
0.8154296875,0.7880859375,0.7451171875,0.7596419103161003,0.31836632131426845,0.31836632131426845,0.24035808968389968,0.0,-0.28500695405590737,0.28500695405590737,0.0
0.5283203125,0.2451171875,0.9189453125,0.9260123893626574,0.015494903151355613,0.015494903151355613,0.07398761063734272,0.0,0.26129169922875434,-0.26129169922875434,0.0
0.091796875,0.4453125,0.21875,0.21044380804180685,-0.4067317270415534,-0.4067317270415534,0.789556191958193,0.0,0.026953922098004263,-0.026953922098004263,0.0
0.345703125,0.43359375,0.966796875,0.9621597865201837,-0.17549964858402645,-0.17549964858402645,0.037840213479816386,0.0,0.07488795010214615,-0.07488795010214615,0.0
0.37890625,0.6435546875,0.037109375,0.03931306744912074,-0.14788259074530677,-0.14788259074530677,0.9606869325508792,0.0,-0.12608841949726282,0.12608841949726282,0.0
0.87890625,0.505859375,0.83203125,0.8271244155596598,0.37789890595888215,0.37789890595888215,0.17287558444034024,0.0,0.013491983539529573,-0.013491983539529573,0.0
